	id_sent	n_sent	id_article	sent
1232	1232	14.0	47	"We cannot afford to squander this once-in-a-generation opportunity to deliver historic investments in clean energy, good-paying jobs, and environmental justice,"" said Rep. Kathy Castor, who chairs the House Select Committee on the Climate Crisis."
1233	1233	15.0	47	Top Senate Democrats released new details Monday on the climate provisions in their upcoming 3.5 trillion budget reconciliation bill, which would included a new Clean Electricity Payment Program, clean energy, manufacturing, and transportation tax incentives and grants, funding for a Civilian Climate Corps, new polluter fees on methane and carbon imports, and consumer rebates for home electrification and weatherization, among other things.
1234	1234	16.0	47	"By finally tackling climate change, we can spare our country and our planet the most devastating effects of global warming,"" Senate Majority Leader Chuck Schumer of New York wrote in a Dear Colleague letter."
1235	1235	17.0	47	Many lawmakers believe that passing a robust reconciliation bill is their best hope to achieve President Biden's goal of slashing greenhouse gas emissions by 50 to 52 percent relative to 2005 levels by 2030.
1236	1236	18.0	47	Biden has also said he wants to get the United States to net-zero emissions by 2050, and decarbonize the US electricity sector by 2035.
1237	1237	19.0	47	"This is really a double wake-up call,"" said Rep. Eddie Bernice Johnson of Texas, who chairs the House Committee on Science, Space, and Technology."
1238	1238	20.0	47	I think finally we're beginning to accept we've got to do something.
1239	1239	21.0	47	"The Biden administration on Monday also announced 5 billion in funding through the Federal Emergency Management Agency aimed at helping states and localities prepare for ""extreme weather and climate-related disasters."
1240	1240	22.0	47	That funding will go toward grants for communities to reduce vulnerability to natural hazard events, additional grants for hazard mitigation, and funding for flood mitigation grants, according to a news release.
1241	1241	23.0	47	"The world must come together before the ability to limit global warming to 1.5 degrees Celsius is out of reach,"" said US Climate Envoy John Kerry in response to the IPCC report."
1242	1242	24.0	47	"We can get to the low carbon economy we urgently need, but time is not on our side."""
1243	1243	25.0	47	The bulk of budget reconciliation will likely happen in September and October, teeing up the crucial United Nations Climate Change Conference where the US and other nations will meet to discuss decarbonization commitments.
1244	1244	26.0	47	As Biden's top international climate official, Kerry will have a crucial role to play in the coming international talks in Glasgow, Scotland later this fall.
1245	1245	27.0	47	"In a statement, Kerry said Glasgow ""must be a turning point in this crisis"" where all major economies commit to ""aggressive"" action on climate during the next decade."
1246	1246	28.0	47	"We cannot delay ambitious climate action any longer,"" Blinken said in a statement."
1247	1247	29.0	47	This moment requires world leaders, the private sector, and individuals to act together with urgency and do everything it takes to protect our planet and our future in this decade and beyond.
1248	1248	1.0	48	UN chief says the prediction of quicker onset of global warming tipping point ‘must sound a death knell’ for fossil fuels.
1249	1249	2.0	48	A UN climate report that predicts quicker global warming than anticipated just three years ago “must sound a death knell” for coal, oil and gas and is “code red” for humanity, according to the UN Secretary-General Antonio Guterres.
1250	1250	3.0	48	The Intergovernmental Panel on Climate Change concluded on Monday that drastic cuts to emissions are needed in order to hold the global temperature to under the 1.5C (2.7F) limits set by the 2015 Paris Agreement.
1251	1251	4.0	48	Today’s IPCC Working Group 1 Report is a ‘code red’ for humanity,” Guterres said.
1252	1252	5.0	48	The alarm bells are deafening, and the evidence is irrefutable: Greenhouse gas emissions from fossil fuel burning and deforestation are choking our planet and putting billions of people at immediate risk.
1253	1253	6.0	48	Global heating is affecting every region on Earth, with many of the changes becoming irreversible.
1254	1254	7.0	48	This report must sound a death knell for coal and fossil fuels before they destroy our planet.
1255	1255	8.0	48	Swedish climate activist Greta Thunberg said the long-awaited report contained “no real surprises”.
1256	1256	9.0	48	It confirms what we already know from thousands of previous studies and reports –
1257	1257	10.0	48	It’s a solid summary of the current best available science.
1258	1258	11.0	48	It confirms what we already know from thousands previous studies and reports – that we are in an emergency.
1259	1259	12.0	48	It’s a solid (but cautious) summary of the current best available science.
1260	1260	13.0	48	It doesn’t tell us what to do,” she noted of the report, which synthesises reams of climate studies conducted in recent years.
1261	1261	14.0	48	We can still avoid the worst consequences, but not if we continue like today, and not without treating the crisis like a crisis.
1262	1262	15.0	48	British PM Boris Johnson said the report should serve as “a wake-up call” for world leaders as they prepare to gather in Scotland later this year for the next summit on the climate crisis.
1263	1263	16.0	48	Today’s report makes for sobering reading, and it is clear that the next decade is going to be pivotal to securing the future of our planet,” Johnson said in a statement.
1264	1264	17.0	48	We know what must be done to limit global warming – consign coal to history and shift to clean energy sources, protect nature and provide climate finance for countries on the front line.
